Email,Full name,Age,Gender,Low-So,Medical Condition,How often do you consume outside food?,Do you monitor salt intake?,Have you used any smart spoon?,Are you willing to try one?,Would you recommend it?,How important is taste in your meals?,What feature would you prefer?,Do you use any suggestions for reducing salt?,Any suggestions/comments?,Salt1,Salt2,Salt3,Salt4,Salt5,Salt6,Salt7,Salt8,Salt9,Salt10
elizabethhuffman@wilson-chavez.com,Seth Rocha,62,Other,No,Yes,Daily,Always,Maybe,Yes,No,Neutral,Adjustable,No,Total country simple soldier add purpose life customer however.,Too Bland,1/2 tsp,N/A,Perfect,Perfect,Perfect,More than 1 tsp,Perfect,N/A,More than 1 tsp
bnorman@yahoo.com,John Watkins,31,Other,Yes,No,Not applicable,Always,No,Maybe,Maybe,Neutral,Mobile App,Yes,Morning toward down soon Mrs whether send.,1/2 tsp,Too Salty,1/2 tsp,Too Salty,More than 1 tsp,Too Bland,More than 1 tsp,Perfect,Too Bland,N/A
omarbradley@flores-gonzalez.info,Linda Hayes,49,Female,No,No,Monthly,Never,Yes,No,No,Very Important,Automated,No,Skin suddenly more camera concern actually police clear difference improve.,1/2 tsp,Too Bland,Too Salty,Too Salty,Too Bland,Too Salty,Too Bland,More than 1 tsp,1/4 tsp,N/A
kmiller@gmail.com,William Murphy,65,Male,No,No,Daily,Always,Yes,No,Maybe,Important,Voice Control,No,Painting safe wish gas.,Too Bland,1/2 tsp,1/2 tsp,1/4 tsp,1/2 tsp,More than 1 tsp,Perfect,Too Salty,N/A,Too Salty
kristarice@giles.info,Henry Reynolds,37,Female,Yes,Yes,Daily,Sometimes,No,No,Maybe,Neutral,Voice Control,No,Fire detail what continue.,Perfect,1/4 tsp,1/2 tsp,N/A,Perfect,More than 1 tsp,Too Salty,1/2 tsp,N/A,1/2 tsp
qwalker@woodward.com,Vincent Peterson,52,Male,Yes,No,Daily,Never,No,Yes,No,Very Important,Mobile App,Yes,Close anyone put manager area work.,Too Bland,Perfect,Perfect,1/2 tsp,Too Bland,More than 1 tsp,Perfect,Perfect,Too Bland,More than 1 tsp
katherinebrown@yahoo.com,Connie Cortez,31,Other,No,Yes,Weekly,Never,Yes,No,Yes,Not Important,Voice Control,No,Enough effect eye never put.,1/4 tsp,N/A,Too Salty,More than 1 tsp,1/4 tsp,N/A,More than 1 tsp,More than 1 tsp,Too Bland,Perfect
charles88@fletcher-bush.com,Tara Davidson,43,Male,No,No,Not applicable,Always,Maybe,Maybe,Maybe,Neutral,Automated,Yes,Reach computer popular trial heart use read thousand yet.,Too Bland,Too Salty,Too Salty,Too Bland,N/A,Too Bland,More than 1 tsp,1/4 tsp,1/2 tsp,More than 1 tsp
hannahsanders@ruiz.com,Austin Russell,37,Female,Yes,Yes,Rarely,Never,No,No,Maybe,Neutral,Voice Control,Yes,Guess knowledge company fire deal.,More than 1 tsp,Perfect,N/A,N/A,1/4 tsp,Too Bland,Too Salty,N/A,1/4 tsp,1/2 tsp
randydavenport@gmail.com,Omar Krause,37,Female,No,Yes,Rarely,Always,Maybe,Maybe,Yes,Very Important,Simple UI,No,Read car position professor team position lawyer.,1/4 tsp,Too Bland,Perfect,Perfect,1/2 tsp,Perfect,More than 1 tsp,1/4 tsp,Perfect,1/2 tsp
joshua76@yahoo.com,Kimberly Torres,36,Female,No,Yes,Not applicable,Always,No,No,No,Neutral,Voice Control,No,Popular marriage pull degree word budget.,Too Salty,Too Salty,Too Bland,Perfect,N/A,N/A,Too Salty,More than 1 tsp,Perfect,More than 1 tsp
amanda25@green.biz,Vanessa Ramos,47,Other,No,Yes,Daily,Always,Maybe,Maybe,No,Neutral,Mobile App,No,Natural tend second include establish until worry.,1/2 tsp,Too Salty,More than 1 tsp,N/A,Perfect,1/4 tsp,Too Bland,1/2 tsp,1/4 tsp,Too Bland
kellyhughes@pearson.com,Bryan Wall,31,Female,Yes,No,Monthly,Sometimes,Maybe,No,Yes,Important,Mobile App,Yes,Him as large thing task most able movie fall.,1/2 tsp,Too Salty,1/2 tsp,Too Bland,1/2 tsp,More than 1 tsp,1/2 tsp,More than 1 tsp,Too Bland,Too Bland
eduardo14@webb.com,Christina Mann,33,Male,No,Yes,Weekly,Sometimes,No,No,Yes,Not Important,Adjustable,Yes,Policy make pretty true student course history set significant.,Too Bland,Perfect,1/2 tsp,N/A,N/A,Perfect,N/A,1/4 tsp,Too Salty,1/2 tsp
pmcfarland@hotmail.com,Melissa Chase,30,Male,Yes,Yes,Not applicable,Always,Maybe,Maybe,No,Neutral,Automated,Yes,Woman against make improve need red really conference.,Too Salty,Perfect,Perfect,1/2 tsp,Perfect,1/2 tsp,Too Bland,Perfect,Too Bland,Perfect
erikacampbell@hotmail.com,Matthew Jackson,30,Other,Yes,Yes,Daily,Always,Maybe,Yes,No,Important,Automated,No,Late add television raise man.,N/A,1/2 tsp,1/2 tsp,1/2 tsp,Perfect,1/4 tsp,1/4 tsp,Too Bland,1/2 tsp,N/A
michelle59@little-davis.com,Stephanie Diaz,24,Female,No,No,Not applicable,Always,Maybe,Maybe,Maybe,Very Important,Mobile App,No,Reflect benefit particularly bar style mother thank fight.,More than 1 tsp,1/2 tsp,Too Bland,N/A,More than 1 tsp,Too Bland,N/A,Too Bland,N/A,N/A
whitney95@hotmail.com,Andrew Simpson,47,Other,Yes,Yes,Monthly,Never,Yes,Yes,Maybe,Neutral,Mobile App,No,Another production how might imagine scene lay this man.,1/4 tsp,Too Bland,N/A,Perfect,Perfect,Perfect,Too Salty,Too Bland,Perfect,Perfect
nsmith@morales.org,Samuel Arellano,61,Male,Yes,No,Monthly,Always,Maybe,Yes,Yes,Very Important,Mobile App,No,Article reflect sister ground hold company.,Perfect,More than 1 tsp,Perfect,Perfect,Perfect,N/A,1/4 tsp,Perfect,More than 1 tsp,N/A
gillchristopher@mcdonald-jackson.com,Robert Ryan,60,Male,No,Yes,Rarely,Sometimes,No,Yes,Maybe,Neutral,Adjustable,No,Manager chair toward case free price already particular deal.,1/4 tsp,Too Salty,N/A,1/2 tsp,N/A,1/4 tsp,1/4 tsp,Too Bland,1/4 tsp,Too Salty
hamiltontiffany@garcia-livingston.com,Jimmy Welch,18,Other,No,No,Monthly,Never,Yes,Maybe,Maybe,Very Important,Adjustable,No,Worry or support tax down official matter daughter talk.,Too Bland,More than 1 tsp,Too Bland,N/A,N/A,1/4 tsp,1/2 tsp,Perfect,N/A,Perfect
pamela66@anderson.com,Tina Brooks,51,Male,Yes,No,Not applicable,Sometimes,No,Yes,Yes,Very Important,Simple UI,Yes,Speak indicate plan growth each pull nice action read.,More than 1 tsp,More than 1 tsp,Perfect,N/A,Perfect,More than 1 tsp,Too Salty,Too Salty,1/4 tsp,Too Salty
martinezjeffrey@hotmail.com,Kimberly Stuart,20,Other,Yes,Yes,Rarely,Sometimes,Yes,Yes,Maybe,Not Important,Voice Control,No,Type political recognize wife become doctor capital would dream.,Too Bland,1/4 tsp,Perfect,N/A,More than 1 tsp,Perfect,Perfect,1/4 tsp,N/A,More than 1 tsp
sean90@miller.com,Margaret Price,61,Other,No,No,Daily,Never,Maybe,Maybe,Yes,Very Important,Mobile App,Yes,Decision there city arrive he billion customer environmental raise.,More than 1 tsp,Too Bland,Perfect,1/2 tsp,1/4 tsp,N/A,Too Bland,1/4 tsp,1/2 tsp,1/4 tsp
david02@bowen.com,David Wu,64,Other,Yes,No,Weekly,Sometimes,No,Yes,Maybe,Very Important,Automated,Yes,Day baby business thing see.,1/2 tsp,Perfect,1/2 tsp,1/2 tsp,N/A,1/4 tsp,1/4 tsp,More than 1 tsp,More than 1 tsp,More than 1 tsp
judy10@gmail.com,Danielle Welch,64,Male,No,No,Monthly,Sometimes,Yes,Maybe,Yes,Important,Adjustable,No,Member mother address Congress television ability benefit image answer fund ever.,Perfect,More than 1 tsp,N/A,1/4 tsp,1/4 tsp,Too Bland,1/4 tsp,More than 1 tsp,1/2 tsp,Too Salty
melissafranklin@yahoo.com,Jeremy Clark,53,Female,No,No,Weekly,Never,No,Yes,No,Neutral,Automated,Yes,Response support rest which could.,Too Bland,1/2 tsp,More than 1 tsp,1/2 tsp,More than 1 tsp,1/4 tsp,N/A,1/2 tsp,Too Salty,1/4 tsp
ngould@gmail.com,Theresa Villegas,33,Other,Yes,No,Monthly,Always,No,No,No,Neutral,Voice Control,Yes,Usually data skin threat together coach thousand financial data.,Perfect,1/2 tsp,Perfect,1/4 tsp,N/A,1/4 tsp,Too Bland,1/4 tsp,Too Bland,1/4 tsp
sjones@richards.com,Megan Gardner,39,Female,Yes,Yes,Weekly,Sometimes,No,Maybe,No,Important,Voice Control,No,Different adult others quality capital.,1/4 tsp,1/2 tsp,1/2 tsp,1/2 tsp,Perfect,Too Salty,1/2 tsp,1/4 tsp,Perfect,Perfect
robertdavis@perry-lopez.info,Jordan Mendoza,32,Male,Yes,No,Daily,Never,No,Maybe,Maybe,Neutral,Automated,Yes,Pass tell friend mouth capital behavior.,More than 1 tsp,More than 1 tsp,1/2 tsp,1/4 tsp,N/A,1/2 tsp,Too Salty,N/A,More than 1 tsp,Too Bland
imyers@rich.com,Chris Powell,46,Female,Yes,No,Rarely,Never,No,Yes,No,Important,Automated,Yes,Strategy share present father record.,1/4 tsp,N/A,1/4 tsp,More than 1 tsp,N/A,Perfect,N/A,Perfect,N/A,Too Bland
carpenterterri@hotmail.com,David Dorsey,62,Female,No,Yes,Not applicable,Never,Maybe,No,No,Very Important,Automated,Yes,Suffer medical goal sure probably key without animal.,1/4 tsp,Perfect,1/2 tsp,Too Bland,1/4 tsp,Perfect,1/2 tsp,More than 1 tsp,Too Salty,Perfect
john83@perez-lowe.com,Dr. Frank Roberts,40,Other,Yes,No,Monthly,Always,Maybe,Yes,No,Important,Automated,No,Development stay author old successful action.,Too Salty,1/4 tsp,Perfect,1/4 tsp,1/2 tsp,N/A,N/A,Too Bland,1/4 tsp,Too Bland
xbutler@yahoo.com,Danielle Gomez,43,Male,Yes,Yes,Rarely,Sometimes,Maybe,Yes,Maybe,Neutral,Adjustable,No,Tend example half arrive reveal return myself partner less training.,Perfect,1/4 tsp,Perfect,Too Bland,More than 1 tsp,N/A,1/2 tsp,1/4 tsp,Too Bland,Perfect
victorsimpson@vaughn-vaughn.com,Krystal Rodriguez,57,Female,Yes,Yes,Not applicable,Sometimes,Maybe,Maybe,Yes,Very Important,Mobile App,No,Challenge although candidate suddenly.,1/2 tsp,Perfect,N/A,1/4 tsp,N/A,N/A,1/4 tsp,Too Salty,Too Salty,Too Salty
hayscrystal@hotmail.com,Amanda Watson,62,Male,No,Yes,Rarely,Sometimes,Yes,Maybe,Yes,Very Important,Automated,Yes,Safe road form believe score consumer window.,N/A,1/4 tsp,N/A,1/4 tsp,Too Bland,More than 1 tsp,Too Bland,1/4 tsp,Too Salty,N/A
jonathan77@hunter-floyd.biz,Corey Anderson,54,Male,Yes,Yes,Not applicable,Never,Yes,No,No,Neutral,Voice Control,No,Which no them respond thought assume above big practice hotel.,More than 1 tsp,Perfect,Too Bland,N/A,1/2 tsp,1/2 tsp,More than 1 tsp,N/A,Perfect,N/A
ygolden@yahoo.com,Kelly Wilkerson,54,Male,Yes,Yes,Rarely,Always,Yes,No,Yes,Neutral,Adjustable,Yes,Executive good hard cut experience your moment itself candidate could.,1/2 tsp,1/2 tsp,Too Bland,Perfect,More than 1 tsp,1/2 tsp,Too Salty,Too Bland,N/A,Perfect
qcohen@flores.biz,James Stevens,50,Other,No,No,Weekly,Always,Maybe,Yes,No,Important,Automated,No,Enter thought if part indicate then couple free quality.,N/A,N/A,More than 1 tsp,Too Salty,Too Salty,Too Bland,N/A,More than 1 tsp,Too Salty,N/A
tmcgee@olson-brown.com,Kimberly Marquez,44,Male,Yes,Yes,Not applicable,Sometimes,Maybe,Maybe,Maybe,Important,Simple UI,Yes,Too score at report deal other.,Too Salty,1/2 tsp,Perfect,1/2 tsp,Too Salty,Too Salty,1/2 tsp,N/A,1/4 tsp,N/A
bartonjoseph@atkinson-mitchell.com,Aaron Thornton,60,Female,No,No,Rarely,Sometimes,Yes,Yes,Yes,Important,Simple UI,No,Father soon character contain vote rise run class your student.,Perfect,Too Bland,Too Bland,More than 1 tsp,N/A,1/2 tsp,Too Salty,N/A,Too Salty,Perfect
uwilliams@gmail.com,Sarah Mccoy,45,Male,No,No,Rarely,Never,No,No,Yes,Important,Voice Control,No,Particularly according style big pretty.,N/A,1/2 tsp,N/A,Too Salty,More than 1 tsp,1/4 tsp,Too Bland,1/2 tsp,N/A,1/4 tsp
john18@yahoo.com,Daniel Collins,56,Female,Yes,No,Not applicable,Always,Maybe,No,Yes,Neutral,Mobile App,No,Likely visit blood billion.,1/4 tsp,More than 1 tsp,Too Bland,1/4 tsp,Too Salty,1/4 tsp,1/4 tsp,Perfect,Too Bland,Too Salty
hernandezluke@austin-davis.net,Javier James,64,Female,Yes,Yes,Weekly,Never,Yes,Yes,Yes,Important,Simple UI,Yes,Traditional control often keep budget various against admit process.,Perfect,Too Bland,More than 1 tsp,Perfect,1/4 tsp,Too Salty,1/2 tsp,More than 1 tsp,More than 1 tsp,Too Bland
meghanbrown@hotmail.com,Steven Marshall,55,Other,No,Yes,Monthly,Always,No,No,Maybe,Very Important,Automated,Yes,Account for help help American plan on.,Too Bland,1/4 tsp,Perfect,More than 1 tsp,Too Salty,Too Bland,Too Salty,N/A,Too Salty,1/2 tsp
icarter@landry-parker.biz,Dan White,55,Other,No,Yes,Daily,Never,Maybe,Maybe,Maybe,Neutral,Mobile App,Yes,Commercial admit official in size none whose them nation.,1/4 tsp,1/2 tsp,Perfect,1/4 tsp,Perfect,Perfect,Too Salty,Too Bland,Too Salty,Too Salty
wrighttammy@may.com,Richard Wilson,29,Male,Yes,Yes,Monthly,Sometimes,Maybe,No,Yes,Important,Simple UI,Yes,Ask cut where challenge trade expect west.,N/A,Perfect,Too Bland,N/A,Too Bland,More than 1 tsp,Too Bland,1/2 tsp,Perfect,1/2 tsp
alecbooker@gmail.com,Eric Leach,39,Male,No,Yes,Weekly,Never,Maybe,Yes,No,Important,Adjustable,Yes,Happy town relate lawyer weight including loss campaign south even half.,More than 1 tsp,1/4 tsp,N/A,Too Bland,Too Bland,Too Salty,1/2 tsp,More than 1 tsp,More than 1 tsp,Too Bland
wheeleraaron@yahoo.com,Jeanette Pacheco,32,Other,Yes,No,Weekly,Always,No,No,Yes,Important,Voice Control,No,Night week similar old into station bank food listen decide.,Perfect,Too Salty,1/4 tsp,1/4 tsp,1/2 tsp,Perfect,Too Salty,Perfect,More than 1 tsp,1/4 tsp
diana34@hotmail.com,Jason Humphrey,22,Other,Yes,No,Rarely,Always,Yes,Yes,No,Important,Voice Control,No,Wide skin once might this floor camera campaign position.,1/2 tsp,1/4 tsp,Perfect,Too Salty,More than 1 tsp,Too Bland,Too Bland,1/4 tsp,1/4 tsp,1/4 tsp
drobinson@rowe-sanchez.com,Edward Peters,30,Male,Yes,No,Not applicable,Sometimes,Maybe,No,Maybe,Important,Adjustable,No,Teach western project live out plan gas receive ball.,Too Salty,1/2 tsp,N/A,1/4 tsp,Perfect,Too Salty,Perfect,1/2 tsp,Too Bland,Too Bland
michael06@gonzalez-ruiz.biz,Stephanie Escobar,52,Male,No,Yes,Monthly,Never,No,No,No,Neutral,Voice Control,No,Return end lose far determine indeed.,Perfect,N/A,N/A,1/4 tsp,1/2 tsp,Too Salty,More than 1 tsp,1/2 tsp,Too Salty,N/A
cmendoza@patton-wright.net,Heather Hoffman,59,Male,No,No,Weekly,Always,Maybe,Maybe,Yes,Neutral,Mobile App,Yes,Site step per city method feeling.,Too Bland,1/4 tsp,Too Bland,Too Bland,Too Salty,1/2 tsp,Perfect,1/2 tsp,1/4 tsp,Perfect
mdavis@hotmail.com,Isabella Boyd,22,Male,No,Yes,Monthly,Never,Yes,Yes,Yes,Important,Voice Control,No,Example official agent government art effect effect recently.,Perfect,Too Bland,Too Salty,N/A,Too Salty,1/2 tsp,Perfect,Too Salty,Too Salty,N/A
michaelstanley@green.com,Audrey Miller,61,Female,Yes,No,Daily,Always,Yes,Yes,No,Important,Automated,Yes,Space total consumer want begin American onto.,Perfect,1/4 tsp,Too Bland,More than 1 tsp,1/4 tsp,Too Salty,Too Bland,Too Bland,1/4 tsp,More than 1 tsp
robert08@yahoo.com,Wendy Morales,59,Male,Yes,No,Rarely,Sometimes,Yes,Yes,No,Not Important,Automated,No,Left without nor right rock guy.,N/A,Too Salty,Too Salty,1/4 tsp,More than 1 tsp,1/4 tsp,Perfect,Too Bland,Too Bland,More than 1 tsp
bowersangel@hotmail.com,Jared Parker,48,Other,No,Yes,Rarely,Sometimes,Maybe,Yes,No,Very Important,Adjustable,Yes,Meeting too thank daughter ask value.,Perfect,1/4 tsp,Too Bland,1/2 tsp,Too Salty,Too Salty,1/2 tsp,More than 1 tsp,Too Salty,1/2 tsp
lisajensen@yahoo.com,Julie Mason,36,Male,No,No,Not applicable,Never,No,Yes,No,Very Important,Mobile App,Yes,Out idea price various campaign loss low.,Too Bland,More than 1 tsp,1/4 tsp,Too Bland,Perfect,More than 1 tsp,Perfect,Too Bland,Too Salty,Perfect
rossjames@hotmail.com,Jeffrey Cruz,41,Other,Yes,No,Not applicable,Always,Maybe,Maybe,Yes,Not Important,Adjustable,No,About manager better professor bank employee everything performance.,1/2 tsp,Too Salty,1/4 tsp,Too Bland,Too Bland,Too Salty,1/2 tsp,1/4 tsp,More than 1 tsp,More than 1 tsp
sanfordpaul@gmail.com,Jason Morales,32,Other,Yes,No,Monthly,Never,Maybe,Maybe,Yes,Not Important,Mobile App,No,Grow future change attention care.,More than 1 tsp,Too Salty,1/2 tsp,Too Salty,Too Bland,1/4 tsp,1/2 tsp,Too Bland,More than 1 tsp,N/A
zgarcia@hotmail.com,Richard Garcia,38,Other,Yes,Yes,Daily,Always,No,Maybe,Yes,Very Important,Simple UI,No,Son structure religious forward federal may likely almost other.,1/2 tsp,Perfect,Too Salty,Too Salty,1/2 tsp,More than 1 tsp,1/2 tsp,Too Salty,Perfect,N/A
lindseymartinez@gmail.com,Jordan Davis,60,Female,Yes,No,Not applicable,Never,No,Maybe,No,Neutral,Automated,No,Subject agency create miss he civil.,Perfect,Too Bland,More than 1 tsp,1/2 tsp,Too Salty,1/2 tsp,Too Bland,N/A,More than 1 tsp,More than 1 tsp
kduncan@mccullough.com,Paul Houston,23,Other,No,No,Monthly,Always,Yes,Maybe,No,Not Important,Voice Control,No,Music employee scientist actually enough reveal.,Too Bland,Perfect,N/A,Perfect,Too Salty,Perfect,Too Bland,N/A,N/A,1/4 tsp
elizabeth77@smith-mason.com,John Wells,43,Female,No,No,Weekly,Always,No,Maybe,No,Very Important,Automated,No,Surface director attack financial close performance.,More than 1 tsp,N/A,N/A,Too Bland,Too Salty,Too Salty,1/4 tsp,1/2 tsp,More than 1 tsp,1/2 tsp
robertmiller@hotmail.com,Chris Trujillo Jr.,47,Other,No,Yes,Not applicable,Never,No,No,Maybe,Neutral,Adjustable,No,Process deep turn exist blue site this.,1/4 tsp,1/2 tsp,1/4 tsp,1/2 tsp,Too Bland,Perfect,1/4 tsp,Too Bland,N/A,Too Bland
martha59@hotmail.com,Charles Williams,60,Female,Yes,Yes,Weekly,Always,Maybe,Maybe,Maybe,Important,Mobile App,No,Purpose team song start name well office natural hear trial.,Too Bland,Perfect,More than 1 tsp,Too Salty,N/A,Too Bland,1/2 tsp,Perfect,More than 1 tsp,Too Salty
bhall@yahoo.com,Ronald Horn,22,Male,Yes,No,Weekly,Never,Yes,Yes,Yes,Not Important,Adjustable,No,Television show help north however along thus subject win.,1/4 tsp,N/A,Perfect,N/A,Too Bland,1/2 tsp,Too Salty,Too Bland,1/2 tsp,Too Bland
wrightbruce@yahoo.com,Kristen Manning,57,Other,No,No,Daily,Always,Maybe,No,Yes,Neutral,Voice Control,Yes,Agency bar beat mouth television after.,Too Bland,Too Salty,More than 1 tsp,More than 1 tsp,Too Bland,1/4 tsp,Too Bland,More than 1 tsp,Too Bland,More than 1 tsp
richard12@perez.com,Rebecca Stewart,37,Other,No,No,Weekly,Never,Yes,Maybe,Maybe,Neutral,Adjustable,No,Serve they spring particular debate history cover.,1/4 tsp,Too Bland,Perfect,Too Salty,More than 1 tsp,N/A,1/4 tsp,More than 1 tsp,N/A,Too Salty
williamsjim@martin.com,Alexander Garcia,38,Female,No,Yes,Daily,Never,Yes,No,No,Very Important,Simple UI,No,Marriage indeed over life level detail throughout put never.,Too Salty,Perfect,More than 1 tsp,More than 1 tsp,More than 1 tsp,Too Bland,Perfect,More than 1 tsp,1/2 tsp,Perfect
sanchezkim@hotmail.com,Alicia Campbell,59,Male,Yes,No,Monthly,Sometimes,No,Maybe,Yes,Very Important,Mobile App,Yes,Degree consider scene second year little government ever stage no.,Perfect,N/A,More than 1 tsp,1/2 tsp,1/4 tsp,1/4 tsp,Perfect,More than 1 tsp,1/4 tsp,1/2 tsp
vbell@doyle-johnson.com,Toni Guzman,39,Male,No,Yes,Not applicable,Always,Yes,Yes,Yes,Not Important,Simple UI,No,Design reflect window which take hot sign fill.,Too Salty,N/A,N/A,1/4 tsp,More than 1 tsp,Too Salty,1/4 tsp,Too Bland,More than 1 tsp,Too Salty
stonepatrick@hill.com,Brian Wise,62,Male,Yes,Yes,Weekly,Always,Maybe,No,No,Neutral,Simple UI,No,Represent three million increase billion any low land others draw.,Too Salty,N/A,Perfect,1/4 tsp,1/4 tsp,Perfect,1/4 tsp,Perfect,1/4 tsp,More than 1 tsp
xcummings@gmail.com,Joshua Bennett,34,Male,Yes,No,Rarely,Never,Yes,Yes,No,Important,Voice Control,Yes,Stuff surface low threat must modern car parent mention song.,Too Salty,1/2 tsp,Too Salty,Too Bland,More than 1 tsp,1/2 tsp,Too Bland,More than 1 tsp,N/A,More than 1 tsp
ruthatkinson@avery-hampton.com,Shannon Sosa,56,Female,Yes,No,Rarely,Never,No,No,No,Not Important,Voice Control,Yes,Imagine past everything choice through gas six yard.,N/A,More than 1 tsp,Too Bland,Too Salty,Too Salty,Too Salty,More than 1 tsp,More than 1 tsp,Perfect,1/4 tsp
campbellcindy@hotmail.com,Robert Hall,44,Female,No,Yes,Rarely,Always,Maybe,No,No,Very Important,Automated,No,Require on send raise effect.,Too Salty,More than 1 tsp,Perfect,1/4 tsp,Too Bland,1/2 tsp,Perfect,More than 1 tsp,Too Salty,More than 1 tsp
drusso@yang.com,Michael Evans,39,Female,No,No,Weekly,Never,Yes,Maybe,No,Not Important,Simple UI,Yes,Ahead season be cell back.,Too Bland,Perfect,More than 1 tsp,1/4 tsp,1/2 tsp,More than 1 tsp,More than 1 tsp,Too Bland,1/2 tsp,1/2 tsp
johnny84@wood-carr.com,Michael Mitchell,56,Other,Yes,Yes,Rarely,Never,Yes,No,Yes,Not Important,Voice Control,No,Strong difficult accept us prove.,N/A,Too Salty,More than 1 tsp,Too Bland,Too Salty,N/A,1/4 tsp,Too Bland,Too Bland,Too Bland
andreacampbell@brown.net,Jennifer Sawyer,35,Female,No,Yes,Not applicable,Never,No,No,Maybe,Important,Adjustable,No,Bar pick perhaps face second PM challenge hot effect.,N/A,1/4 tsp,More than 1 tsp,N/A,N/A,1/2 tsp,Perfect,Perfect,Too Bland,1/4 tsp
eatondebra@rice.com,Michelle Park,46,Female,No,No,Not applicable,Never,Yes,Maybe,Maybe,Neutral,Mobile App,Yes,Activity enough memory try arm what establish look.,Too Bland,N/A,More than 1 tsp,Too Bland,Too Bland,1/2 tsp,1/4 tsp,Too Salty,Too Salty,More than 1 tsp
jacqueline87@yahoo.com,Susan Horn,60,Male,Yes,Yes,Rarely,Always,Yes,Yes,Maybe,Neutral,Mobile App,Yes,Check these local each avoid possible morning.,Too Salty,N/A,1/2 tsp,1/2 tsp,Too Bland,More than 1 tsp,Too Bland,Perfect,More than 1 tsp,Perfect
ggreen@yahoo.com,Carrie Thompson,37,Male,No,No,Daily,Never,Yes,Yes,No,Very Important,Simple UI,No,National summer pattern meet lose beat beautiful leader art process.,More than 1 tsp,More than 1 tsp,1/4 tsp,Too Salty,Too Salty,Perfect,Perfect,1/4 tsp,Too Salty,N/A
kimberly35@wise-vaughn.net,Olivia Richardson,18,Male,Yes,Yes,Monthly,Sometimes,Yes,Yes,No,Neutral,Automated,Yes,Enjoy agree administration news actually difference fly upon general.,Too Salty,1/4 tsp,1/2 tsp,1/2 tsp,1/4 tsp,Too Bland,1/2 tsp,Too Bland,Too Bland,1/2 tsp
amelton@gmail.com,Jessica Rogers,46,Female,Yes,Yes,Weekly,Sometimes,Maybe,Maybe,No,Very Important,Simple UI,Yes,Condition success yes finally point start surface clear without.,Too Salty,More than 1 tsp,Perfect,Too Salty,Perfect,More than 1 tsp,1/4 tsp,N/A,More than 1 tsp,1/4 tsp
norristodd@parker-lopez.com,David Ball,36,Female,Yes,Yes,Weekly,Never,No,Maybe,Yes,Important,Adjustable,Yes,Goal data daughter responsibility baby need citizen treatment board power.,More than 1 tsp,Too Bland,1/4 tsp,1/2 tsp,1/4 tsp,1/2 tsp,Too Salty,1/2 tsp,Perfect,1/2 tsp
